artwork_id,artwork_url,artwork_name,date
2819,20000604_3.htm,Atlanta last night 4th june 2000 (Version 3),2000-06-04
2820,20000604_4.htm,Atlanta 4th june 2000 night (Version 4),2000-06-04
2821,20000612.htm,New York,2000-06-12
2822,20000612_2.htm,Dancing In The Garden (DVD) (Version 2),2000-06-12
2823,20000612_3.htm,1st Night at Madison SquareGarden (Version 3),2000-06-12
2824,20000612_4.htm,Code of silence (Version 4),2000-06-12
2825,20000612_5.htm,Are You Ready To Rumble (Version 5),2000-06-12
2826,20000612_6.htm,To The Other Side (Version 6),2000-06-12
2827,20000612_7.htm,Cross this bloody river to the other side (Version 7),2000-06-12
2828,20000615.htm,New York,2000-06-15
2829,20000615_2.htm,Uber 37 I'll Show You Some Controversy (Version 2),2000-06-15
2830,20000615_3.htm,2nd Night At Madison Square Garden (Version 3),2000-06-15
2831,20000615_4.htm,Second Night At MSG (DVD) (Version 4),2000-06-15
2832,20000615_5.htm,2nd Night at Madison Square Garden (Version 5),2000-06-15
2833,20000615_6.htm,Further on up the road (Version 6),2000-06-15
2834,20000615_7.htm,I'll Show You Some Controversy (Über Series Vol.37) (Version 7),2000-06-15
2835,20000617.htm,New York,2000-06-17
2836,20000617_2.htm,Saturday Night (Version 2),2000-06-17
2837,20000617_3.htm,Garden Shuffle (DVD) (Version 3),2000-06-17
2838,20000617_4.htm,3rd Night at Madison Square Garden (Version 4),2000-06-17
2839,20000617_5.htm,3rd Night at Madison Square Garden (Version 5),2000-06-17
2840,20000620_2.htm,Garden Serenade (Version 2),2000-06-20
2841,20000620.htm,New York,2000-06-20
2842,20000620_3.htm,"New York, June 20, 2000 (Version 3)",2000-06-20
2843,20000620_4.htm,Prodigal Son Meets The Ubers (Version 4),2000-06-20
2844,20000620_5.htm,Prodigal son's meets the ubers #1 FIXED (Version 5),2000-06-20
2845,20000620_6.htm,Prodigal Son Meets The Ubers #2  (Version 6) (Version 6),2000-06-20
2846,20000620_8.htm,PRODIGAL SON MEETS THE UBERS (2000 -06-20) BACK (Version 8),2000-06-20
2847,20000620_9.htm,Prodigal Son Meets The Ubers #1 definitive fix (Version 9),2000-06-20
2848,20000620_10.htm,4th Night at Madison Square Garden (Version 10),2000-06-20
2849,20000620_11.htm,The saint in New York City (Version 11),2000-06-20
2850,20000622_2.htm,Incident In The Garden - NYC (Version 2),2000-06-22
2851,20000622.htm,New York,2000-06-22
2852,20000622_3.htm,Incident In The Garden (DVD) (Version 3),2000-06-22
2853,20000622_4.htm,5th Night at Madison Square Garden (Version 4),2000-06-22
2854,20000622_5.htm,The Power And The Glory (Version 5),2000-06-22
2855,20000623.htm,Does This Bus Stop In New York,2000-06-23
2856,20000623_2.htm,6th Night at Madison Square Garden (Version 2),2000-06-23
2857,20000623_3.htm,Booty Shakers (Version 3),2000-06-23
2858,20000623_4.htm,6th Night At Madison Square Garden (Version 4),2000-06-23
2859,20000626.htm,New York,2000-06-26
2860,20000626_2.htm,7th Night At Madison Square Garden - June 26th 2000 (Version 2),2000-06-26
2861,20000626_3.htm,Another Night For You (DVD) (Version 3),2000-06-26
2862,20000626_4.htm,7th Night at Madison Square Garden (Version 4),2000-06-26
2863,20000626_5.htm,Secretary Of Brotherhood (Version 5),2000-06-26
2864,20000626_6.htm,7th Night At Madison Square Garden (Version 6),2000-06-26
2865,20000627_3.htm,Blinded By The Light - NYC (Version 3),2000-06-27
2866,20000627.htm,New York,2000-06-27
2867,20000627_2.htm,New York City ! (Version 2),2000-06-27
2868,20000627_4.htm,Blinded By The Light (DVD) (Version 4),2000-06-27
2869,20000627_5.htm,8th Night at Madison Square Garden (Version 5),2000-06-27
2870,20000627_6.htm,MSG Night 8 Dubbed DVD (Version 6),2000-06-27
2871,20000629_2.htm,41 Shots (Version 2),2000-06-29
2872,20000629.htm,New York Night 8,2000-06-29
2873,20000629_3.htm,9th Night at Madison Square Garden v.1 (Version 3),2000-06-29
2874,20000629_4.htm,9th Night at Madison Square Garden v.2 (Version 4),2000-06-29
2875,20000629_5.htm,Madison Square Garden june 29th 2000 (Version 5),2000-06-29
2876,20000701.htm,New York,2000-07-01
2877,20000701_2.htm,Legendary Night - New York - 1 July 2000 (Version 2),2000-07-01
2878,20000701_3.htm,The Promise Delivered (Vol. 1) (Version 3),2000-07-01
2879,20000701_4.htm,Uber 38 A Good Night For A Ride (Version 4),2000-07-01
2880,20000701_7.htm,The Last Night  DVD (Version 7),2000-07-01
2881,20000730.htm,Asbury Park 2002,2000-07-30
2882,20000805.htm,The rehearsal show,2000-08-05
2883,20000807.htm,Great to open  in the Garden State,2000-08-07
2884,20000903.htm,Is That You Final Answer? (CD),2000-09-03
2885,20001103.htm,Just Around The Corner,2000-11-03
2886,20001103_2.htm,Pony Man (Version 2),2000-11-03
2887,20001103_3.htm,Just around the corner (Version 3),2000-11-03
2888,20001117.htm,Season's greetings from Asbury Park,2000-11-17
2889,20001217.htm,"Season's Greetings From Asbury Park, NJ",2000-12-17
2890,20001217_2.htm,PRODIGAL SON MEETS THE UBERS #2 (Version 2),2000-12-17
2891,20001217_3.htm,The Uber Series 9 Convention Hall (Version 3),2000-12-17
2892,20001217_5.htm,Blue Christmas Night (Version 5),2000-12-17
2893,20001218.htm,Christmas Holiday Night (Crystal Cat Records),2000-12-18
2894,20001218_2.htm,Season's greetings from Asbury Park december 18th 2000 (Version 2),2000-12-18
2895,20010527.htm,Bringing On The Fever,2001-05-27
2896,20010731.htm,Count Basie Theatre,2001-07-31
2897,20010818.htm,I Came To Dance With Nils...,2001-08-18
2898,20010901.htm,The Glory Days Are Coming Back,2001-09-01
2899,20011019.htm,Alliance Of Neighboars,2001-10-19
2900,20011019_2.htm,Alliance of Neighbors (DVD) (Version 2),2001-10-19
2901,20011019_3.htm,Count Basie Theater (Version 3),2001-10-19
2902,20011019_4.htm,Alliance of neighbours (Version 4),2001-10-19
2903,20011103.htm,2001 Light Of Day Benefit,2001-11-03
2904,20011103_2.htm,Light of Day II (Version 2),2001-11-03
2905,20011103_3.htm,Light Of Day Benefit 2001 (Version 3),2001-11-03
2906,20011203.htm,Christmas Convention 2001 #1,2001-12-03
2907,20011203_2.htm,Christmas Greetings From Asbury Park - First Night (Version 2),2001-12-03
2908,20011203_3.htm,"Christmas Show december 3, 2001 (Version 3)",2001-12-03
2909,20011203_4.htm,"Thundercrack, Bruce is back (Version 4)",2001-12-03
2910,20011204.htm,Christmas Convention 2001 #2,2001-12-04
2911,20011204_2.htm,Wild Billy's Holiday Story (Version 2),2001-12-04
2912,20011206.htm,Prodigal son meets the Ubers #3,2001-12-06
2913,20011206_2.htm,The Uber Series 6  Convention Hall (Version 2),2001-12-06
2914,20011206_3.htm,"Christmas Show december 6, 2001 (Version 3)",2001-12-06
2915,20011206_4.htm,Holiday third night (Version 4),2001-12-06
2916,20011206_5.htm,Sold out night (Version 5),2001-12-06
2917,20011206_6.htm,This Time It's For Real (Version 6),2001-12-06
2918,20011207.htm,Jingle Bell Night,2001-12-07
2919,20011207_2.htm,Seaside Bar Songs (Version 2),2001-12-07
2920,20011207_3.htm,"Christmas Show december 7, 2001 (Version 3)",2001-12-07
2921,20011208.htm,Christmas Convention 2001 #3,2001-12-08
2922,20011208_2.htm,Big Big Christmas Show (Version 2),2001-12-08
2923,20011208_3.htm,Bruce Sprinsteen & Friends Big Big Christmas Show (Version 3),2001-12-08
2924,20011208_4.htm,"Holiday convention december 8, 2001 (Version 4)",2001-12-08
2925,20011208_5.htm,Last night for New Jersey (Version 5),2001-12-08
2926,20011208_6.htm,We've got a big big big big big big show for you tonight (Version 6),2001-12-08
2927,20011215.htm,Bruce with Tim McCloone's Holiday Express,2001-12-15
2928,20020112.htm,Temple of soul,2002-01-12
2929,20020725.htm,American Gospel,2002-07-25
2930,20020726.htm,26th July rehearsal show,2002-07-26
2931,20020726_2.htm,American Gospel (Version 2),2002-07-26
2932,20020726_3.htm,Rising up in my hometown (Version 3),2002-07-26
2933,20020730.htm,Rehearsal Night,2002-07-30
2934,20020730_2.htm,30th of July Asbury Park (Version 2),2002-07-30
2935,20020730_3.htm,Hootenanny night (Version 3),2002-07-30
2936,20020730_4.htm,Rehearsal show 30th July 2002 (Version 4),2002-07-30
2937,20020730_5.htm,Tearing the walls of Paradise (Version 5),2002-07-30
2938,20020730_6.htm,The rehearsal (Version 6),2002-07-30
2939,20020730_7.htm,The Today Show (Version 7),2002-07-30
2940,20020730_8.htm,The Today Show(vcd) (Version 8),2002-07-30
2941,20020730_9.htm,Today from Asbury Park (Version 9),2002-07-30
2942,20020730_10.htm,Today Show and more 2002 tour (Version 10),2002-07-30
2943,20020730_11.htm,Today Show (Version 11),2002-07-30
2944,20020802.htm,The Rising Tonight,2002-08-02
2945,20020802_2.htm,Asbury Park 08.02.02 (Version 2),2002-08-02
2946,20020802_3.htm,Paradise by the hall (Version 3),2002-08-02
2947,20020802_4.htm,Rehearsal Show 2nd august 2002 (Version 4),2002-08-02
2948,20020802_5.htm,The one with Jackson Cage (Version 5),2002-08-02
2949,20020802_6.htm,The other rehearsal show (Version 6),2002-08-02
2950,20020805.htm,The final runthrough,2002-08-05
2951,20020805_2.htm,The Final Runthrough (Version 2),2002-08-05
2952,20020807.htm,Opening Night,2002-08-07
2953,20020807_2.htm,Dream of life (Version 2),2002-08-07
2954,20020807_3.htm,East Rutherford 08.07.02 (Version 3),2002-08-07
2955,20020807_4.htm,Great to open in the Garden State (Version 4),2002-08-07
2956,20020807_5.htm,Let the games begin (Version 5),2002-08-07
2957,20020807_6.htm,New Jersey 2002 (Version 6),2002-08-07
2958,20020807_7.htm,Opening night (Version 7),2002-08-07
2959,20020807_8.htm,Opening night (Version 8),2002-08-07
2960,20020810.htm,Washington DC Rising (Loose Ends Artwork),2002-08-10
2961,20020810_2.htm,A lot of puryfying and expunging (Version 2),2002-08-10
2962,20020810_3.htm,"Round for round, pound for pound, the finest band around (Version 3)",2002-08-10
2963,20020810_4.htm,MCI Center Washington 10 august 2002 (Version 4),2002-08-10
2964,20020810_5.htm,Washington 08.10.02 (Version 5),2002-08-10
2965,20020812.htm,New York Rising (Loose Ends Artwork),2002-08-12
2966,20020812_2.htm,MSG NY 12th august '02 (Version 2),2002-08-12
2967,20020812_3.htm,New York 08.12.02 (Version 3),2002-08-12
2968,20020812_4.htm,Madison Square Garden  IEM Aud Mix (Version 4),2002-08-12
2969,20020814.htm,Cleveland 14th aug'02,2002-08-14
2970,20020814_2.htm,Cleveland 2002 (Version 2),2002-08-14
2971,20020814_3.htm,Cleveland 08.14.02 (Version 3),2002-08-14
2972,20020814_4.htm,Hello Cleveland...my old friends (Version 4),2002-08-14
2973,20020815.htm,Detroit (DVD),2002-08-15
2974,20020815_2.htm,The Rising Tour In Detroit (DVD) (Version 2),2002-08-15
2975,20020815_3.htm,Detroit 15th aug'02 (Version 3),2002-08-15
2976,20020815_4.htm,Detroit 2002 (Version 4),2002-08-15
2977,20020815_5.htm,Detroit 08.15.02 (Version 5),2002-08-15
2978,20020815_6.htm,Don't forget Motor City (Version 6),2002-08-15
2979,20020818.htm,Las Vegas Rising (Loose Ends Artwork),2002-08-18
2980,20020818_2.htm,Viva Las Vegas (DVD) (Version 2),2002-08-18
2981,20020818_3.htm,The Rising Tour - Las Vegas (DVD) (Version 3),2002-08-18
2982,20020818_4.htm,The Rising Tour In Las Vegas (DVD) (Version 4),2002-08-18
2983,20020818_5.htm,Las Vegas 18th aug'02 (Version 5),2002-08-18
2984,20020818_6.htm,Las Vegas 08.18.02 (Version 6),2002-08-18
2985,20020820.htm,Meet me tonight at the Rose Garden,2002-08-20
2986,20020820_2.htm,Portland 20th aug'02 (Version 2),2002-08-20
2987,20020820_3.htm,Portland 2002 (Version 3),2002-08-20
2988,20020820_4.htm,Portland 08.20.02 (Version 4),2002-08-20
2989,20020821.htm,Tacoma Night,2002-08-21
2990,20020821_2.htm,Live In Tacoma (DVD) (Version 2),2002-08-21
2991,20020821_3.htm,Rising in the USA (Version 3),2002-08-21
2992,20020821_4.htm,Tacome 21st aug'02 (Version 4),2002-08-21
2993,20020821_5.htm,Tacoma 2002 (Version 5),2002-08-21
2994,20020821_6.htm,Tacome rocked (Version 6),2002-08-21
2995,20020821_7.htm,Tacoma 08.21.02 (Version 7),2002-08-21
2996,20020824.htm,The Rising Tour - Los Angeles (DVD),2002-08-24
2997,20020824_2.htm,The Rising Tour In Los Angeles (DVD) (Version 2),2002-08-24
2998,20020824_3.htm,It's Boss time (Version 3),2002-08-24
2999,20020824_4.htm,L.A. 24th aug'02 (Version 4),2002-08-24
3000,20020824_5.htm,Los Angeles 2002 (Version 5),2002-08-24
3001,20020825.htm,The Rising Tour - Pheonix (DVD),2002-08-25
3002,20020825_2.htm,The Rising Tour in Pheonix (DVD) (Version 2),2002-08-25
3003,20020825_3.htm,Phoenix 25th aug'02 (Version 3),2002-08-25
3004,20020825_4.htm,Phoenix 2002 (Version 4),2002-08-25
3005,20020825_5.htm,Ramrodin'at Phoenix (Version 5),2002-08-25
3006,20020827.htm,San José,2002-08-27
3007,20020827_2.htm,The Rising Tour - San Jose (DVD) (Version 2),2002-08-27
3008,20020827_3.htm,The Rising Tour In San Jose (DVD) (Version 3),2002-08-27
3009,20020827_4.htm,San Jose 27th aug'02 (Version 4),2002-08-27
3010,20020827_5.htm,San Jose 2002(3cd-set) (Version 5),2002-08-27
3011,20020827_6.htm,"San Jose, do you know the way(3cd-set) (Version 6)",2002-08-27
3012,20020827_7.htm,"San Jose, do you know the way (Version 7)",2002-08-27
3013,20020829.htm,Suprisingly Long Set In NY,2002-08-29
3014,20020829_2.htm,Rain On You (Version 2),2002-08-29
3015,20020829_3.htm,American Gospel (Version 3),2002-08-29
3016,20020829_4.htm,VMA Awards - The Rehearsals (DVD) (Version 4),2002-08-29
3017,20020829_5.htm,VMA Awards (DVD) (Version 5),2002-08-29
3018,20020829_6.htm,MTV Award Show (Version 6),2002-08-29
3019,20020829_7.htm,Singing in the rain (Version 7),2002-08-29
3020,20020829_8.htm,Video Music MTV Awards (Version 8),2002-08-29
3021,20020829_9.htm,Star Spangled Nights (Version 9),2002-08-29
3022,20020830.htm,Saint Louis 30th august 2002,2002-08-30
3023,20020830_2.htm,St.Louis 2002 (Version 2),2002-08-30
3024,20020830_3.htm,That's one hell of a radio (Version 3),2002-08-30
3025,20020830_4.htm,We'd all been washing cars in St.Louis (Version 4),2002-08-30
3026,20020922.htm,Denver Rising (Loose Ends Artwork),2002-09-22
3027,20020922_2.htm,Faithfull and delivrance (Version 2),2002-09-22
3028,20020922_3.htm,Springsteen's birthday in Denver (Version 3),2002-09-22
3029,20020924.htm,Kansas City 24 sept 02,2002-09-24
3030,20020924_2.htm,Kansas City 2002(2cd-set) (Version 2),2002-09-24
3031,20020924_3.htm,Kansas City 2002(3cd-set) (Version 3),2002-09-24
3032,20020924_4.htm,Kansas City here I come (Version 4),2002-09-24
3033,20020924_5.htm,Kansas City (Version 5),2002-09-24
3034,20020925.htm,A Great Night In Chicago (Ev2),2002-09-25
3035,20020925_2.htm,Chicago 25th sept 02 (Version 2),2002-09-25
3036,20020925_3.htm,Chicago 2002(2cd-set) (Version 3),2002-09-25
3037,20020925_4.htm,Chicago 2002(3cd-set) (Version 4),2002-09-25
3038,20020925_5.htm,Picking up steam in Chi-town (Version 5),2002-09-25
3039,20020927.htm,Milwaukee 27th sept '02,2002-09-27
3040,20020927_2.htm,Milwaukee 2002(2cd-set) (Version 2),2002-09-27
3041,20020927_3.htm,Milwaukee 2002(3cd-set) (Version 3),2002-09-27
3042,20020929.htm,Fargo 29th sept '02,2002-09-29
3043,20020930.htm,St.Paul 30th sept '02,2002-09-30
3044,20020930_2.htm,St.Paul 2002 (Version 2),2002-09-30
3045,20020930_3.htm,St.Paul 30th sept '02(with bonustracks) (Version 3),2002-09-30
3046,20021002.htm,The Rising Tour - SNL Rehearsals (DVD),2002-10-02
3047,20021004.htm,Boston 4th oct '02,2002-10-04
3048,20021004_2.htm,Boston 2002 (Version 2),2002-10-04
3049,20021006.htm,Electric Surges,2002-10-06
3050,20021006_2.htm,The Rising Tour In Philadelphia (DVD) (Version 2),2002-10-06
3051,20021006_3.htm,Kitty's back in Philly (Version 3),2002-10-06
3052,20021006_4.htm,Kitty's back in Philly (Version 4),2002-10-06
3053,20021006_5.htm,Only for Philly (Version 5),2002-10-06
3054,20021006_6.htm,Philadelphia 6th oct '02 (Version 6),2002-10-06
3055,20021006_7.htm,Philadelphia 2002(2cd-set) (Version 7),2002-10-06
3056,20021006_8.htm,Philadelphia 2002(3cd-set) (Version 8),2002-10-06
3057,20021007.htm,Buffalo Rising (Loose Ends Artwork),2002-10-07
3058,20021007_2.htm,The Rising Tour - Buffalo (DVD) (Version 2),2002-10-07
3059,20021007_3.htm,The Rising Tour In Buffalo (DVD) (Version 3),2002-10-07
3060,20021007_4.htm,Break that heart of stone (Version 4),2002-10-07
3061,20021007_5.htm,Buffalo 7th oct '02 (Version 5),2002-10-07
3062,20021007_6.htm,I got it tonight in Buffalo (Version 6),2002-10-07
3063,20021014.htm,Paris Night '02,2002-10-14
3064,20021014_2.htm,The Rising Tour - Paris (DVD) (Version 2),2002-10-14
3065,20021014_3.htm,One moment (Version 3),2002-10-14
3066,20021014_4.htm,Paris 14th oct '02 (Version 4),2002-10-14
3067,20021014_5.htm,Paris 2002(2cd-set) (Version 5),2002-10-14
3068,20021014_6.htm,Paris 2002(3cd-set) (Version 6),2002-10-14
3069,20021014_7.htm,Parisian backstreets (Version 7),2002-10-14
3070,20021016.htm,Espanol Night!,2002-10-16
3071,20021016_2.htm,Live In Barcelona (KBMKeefer Version) (Version 2),2002-10-16
3072,20021016_3.htm,Rising Barca (Version 3),2002-10-16
3073,20021016_4.htm,Barcelona (DVD) (Version 4),2002-10-16
3074,20021016_5.htm,Barcelona 16 oct '02 (Version 5),2002-10-16
3075,20021016_6.htm,Barcelona 2002(3cd-set) (Version 6),2002-10-16
3076,20021016_7.htm,Barcelona broadcast 2002(SVCD) (Version 7),2002-10-16
3077,20021016_8.htm,Barcelona 16-X-02 (Version 8),2002-10-16
3078,20021016_9.htm,Barcelona broadcast 2002 (Version 9),2002-10-16
3079,20021016_10.htm,Live in Barcelona (Version 10),2002-10-16
3080,20021018.htm,Something Special In The Night,2002-10-18
3081,20021018_2.htm,The Rising Tour in Bologna (DVD) (Version 2),2002-10-18
3082,20021018_3.htm,The Rising Tour - Bologna (DVD) (Version 3),2002-10-18
3083,20021018_4.htm,Bologna (DVD) (Version 4),2002-10-18
3084,20021018_5.htm,Bologna 18th oct'02 (Version 5),2002-10-18
3085,20021018_6.htm,Bologna 2002 (Version 6),2002-10-18
3086,20021018_7.htm,Bologna 18.10.02 (Version 7),2002-10-18
3087,20021018_8.htm,It's Boss time (Version 8),2002-10-18
3088,20021020.htm,Berlin Night,2002-10-20
3089,20021020_2.htm,Berlin 20th oct '02 (Version 2),2002-10-20
3090,20021020_3.htm,Berlin 2002(2cd-set) (Version 3),2002-10-20
3091,20021020_4.htm,Berlin 2002(3cd-set) (Version 4),2002-10-20
3092,20021020_5.htm,Peace mission (Version 5),2002-10-20
3093,20021020_6.htm,Promise on 57th Street (Version 6),2002-10-20
3094,20021020_7.htm,The Rising Tour Berlin (Version 7),2002-10-20
3095,20021022.htm,Rotterdam Night,2002-10-22
3096,20021022_2.htm,A Rotterdam Night (Version 2),2002-10-22
3097,20021022_3.htm,Rotterdam 22nd oct '02 (Version 3),2002-10-22
3098,20021022_4.htm,Rotterdam 2002(2cd-set) (Version 4),2002-10-22
3099,20021022_5.htm,Rotterdam 2002(3cd-set) (Version 5),2002-10-22
3100,20021024_2.htm,Stockholm Night (Version 2),2002-10-24
3101,20021024_3.htm,THIS ONE IS FOR YOU BUDDY (DVD) (Version 3),2002-10-24
3102,20021024_4.htm,Stockholm (DVD) (Version 4),2002-10-24
3103,20021024_5.htm,The Rising Tour In Stockholm (DVD) (Version 5),2002-10-24
3104,20021024_6.htm,Glorious night (Version 6),2002-10-24
3105,20021024_7.htm,Stockholm 24th oct '02 (Version 7),2002-10-24
3106,20021024_8.htm,Stockholm 2002 (Version 8),2002-10-24
3107,20021024_9.htm,Stockholm rising 2002 (Version 9),2002-10-24
3108,20021027.htm,London Night,2002-10-27
3109,20021027_2.htm,The Rising Tour In London (DVD) (Version 2),2002-10-27
3110,20021027_3.htm,London - The Screenshot Version (DVD) (Version 3),2002-10-27
3111,20021027_4.htm,London 27th oct '02 (Version 4),2002-10-27
3112,20021027_5.htm,London 2002 (Version 5),2002-10-27
3113,20021027_6.htm,Too much love drives a man insane (Version 6),2002-10-27
3114,20021027_8.htm,ONE-NIGHTS ONLY - London '02 - alt. artwork (Version 8),2002-10-27
3115,20021027_9.htm,Does This Bus Stop At Wembley Arena (Version 9),2002-10-27
3116,20021102.htm,Light of Day Benefit Concert,2002-11-02
3117,20021102_2.htm,Houston 2002(2CD-set) (Version 2),2002-11-02
3118,20021103.htm,Dallas,2002-11-03
3119,20021103_2.htm,Dallas 3rd nov '02 (Version 2),2002-11-03
3120,20021104.htm,The Rising Tour In Houston (DVD),2002-11-04
3121,20021104_2.htm,Houston 4th november '02 (Version 2),2002-11-04
3122,20021104_3.htm,Houston 2002(3CD-set) (Version 3),2002-11-04
3123,20021104_4.htm,Nice to be in...Houston(SVCD) (Version 4),2002-11-04
3124,20021112.htm,Cincinnati Rising 2002 (IEM Recording),2002-11-12
3125,20021112_2.htm,Cincinnati Lights Remixed (Version 2),2002-11-12
3126,20021112_3.htm,Cincy Lights Original (DVD) (Version 3),2002-11-12
3127,20021112_4.htm,Cincy Lights Remixed (Screwdevil DVD) (Version 4),2002-11-12
3128,20021112_5.htm,Cincinnati 12th november '02 (Version 5),2002-11-12
3129,20021112_6.htm,Cincinnati 2002 (Version 6),2002-11-12
3130,20021112_7.htm,Let the begging commence (Version 7),2002-11-12
3131,20021112_8.htm,Rising against racism in Cincinnati (Version 8),2002-11-12
3132,20021112_9.htm,"U.S. Bank Arena, Cincinnati 12 november 2002 (Version 9)",2002-11-12
3133,20021114.htm,Lexington 14th nov '02,2002-11-14
3134,20021114_2.htm,Lexington 2002 (Version 2),2002-11-14
3135,20021116.htm,Greensboro Rising (Loose Ends Artwork),2002-11-16
3136,20021116_2.htm,A high old time (Version 2),2002-11-16
3137,20021116_3.htm,Greensboro 16th november '02 (Version 3),2002-11-16
3138,20021116_4.htm,The show must go on in Greensboro (Version 4),2002-11-16
3139,20021119.htm,Birmingham 19th nov '02,2002-11-19
3140,20021119_2.htm,Birmingham 2002 (Version 2),2002-11-19
3141,20021119_3.htm,Darlington County (Version 3),2002-11-19
3142,20021119_4.htm,Birmingham 19th nov. 02 (2CD-set with setlist) (Version 4),2002-11-19
3143,20021121.htm,Orlando Rising (Loose Ends Artwork),2002-11-21
3144,20021121_2.htm,Just a little of that human touch in Orlando (Version 2),2002-11-21
3145,20021121_3.htm,Orlando 21st nov '02 (Version 3),2002-11-21
3146,20021121_4.htm,Orlando 2002(3CD-set) (Version 4),2002-11-21
3147,20021123.htm,Miami Rising (Loose Ends Artwork),2002-11-23
3148,20021123_2.htm,The Rising Tour In Miami (DVD) (Version 2),2002-11-23
3149,20021123_3.htm,Miami 23rd nov '02 (Version 3),2002-11-23
3150,20021124.htm,Prodigal Son In The Ice Palace,2002-11-24
3151,20021124_2.htm,Prodigal Son In The Ice Palace (Version 2),2002-11-24
3152,20021124_3.htm,Rising In Tampa (DVD) (Version 3),2002-11-24
3153,20021124_4.htm,Meltdown At The Ice Palace (DVD) (Version 4),2002-11-24
3154,20021124_5.htm,Florida up rising (Version 5),2002-11-24
3155,20021124_6.htm,Tampa 24th november '02 (Version 6),2002-11-24
3156,20021124_7.htm,Tampa 2002 (Version 7),2002-11-24
3157,20021124_8.htm,The Ice Palace 24 november 2002 (Version 8),2002-11-24
3158,20021124_9.htm,"Twist, shout, rising and dream (Version 9)",2002-11-24
3159,20021124_10.htm,Prodigal son in the Ice Palace (Version 10),2002-11-24
3160,20021202.htm,Lets Produce,2002-12-02
3161,20021202_2.htm,March On Atlanta (DVD) (Version 2),2002-12-02
3162,20021202_3.htm,Atlanta 2nd december 2002 (Version 3),2002-12-02
3163,20021202_4.htm,Atlanta 2002(2CD-set) (Version 4),2002-12-02
3164,20021202_5.htm,Atlanta 2002(3CD-set) (Version 5),2002-12-02
3165,20021202_6.htm,New Jersey Rocker (Version 6),2002-12-02
3166,20021202_7.htm,Rising up in Atlanta 2002 (Version 7),2002-12-02
3167,20021202_8.htm,Let's produce! (Version 8),2002-12-02
3168,20021204.htm,Pittsburgh Rising (Loose Ends Artwork),2002-12-04
3169,20021204_2.htm,The Rising Tour - Pittsburgh (Version 2),2002-12-04
3170,20021204_3.htm,Rising In Pittsburgh (DVD) (Version 3),2002-12-04
3171,20021204_4.htm,Pittsburgh 4th dec '02 (Version 4),2002-12-04
3172,20021204_5.htm,Pittsburgh 2002(2CD-set) (Version 5),2002-12-04
3173,20021205.htm,The Rising Tour - Toronto (DVD),2002-12-05
3174,20021205_2.htm,Toronto 5th dec '02 (Version 2),2002-12-05
3175,20021205_3.htm,Toronto 2002 (Version 3),2002-12-05
3176,20021208.htm,Charlotte Rising (Loose Ends Artwork),2002-12-08
3177,20021208_2.htm,The Rising Tour - Charlotte (DVD) (Version 2),2002-12-08
3178,20021208_3.htm,In The Heat Of The Night (DVD) (Version 3),2002-12-08
3179,20021208_4.htm,Charlotte 8th dec '02 (Version 4),2002-12-08
3180,20021208_5.htm,Where the saints are in Charlotte (Version 5),2002-12-08
3181,20021208_6.htm,Growin'up with the Boss in Columbia (Version 6),2002-12-08
3182,20021209.htm,Columbia Rising (Loose Ends Artwork),2002-12-09
3183,20021209_2.htm,Columbia 9th december '02 (Version 2),2002-12-09
3184,20021209_3.htm,"SC USC Center, Columbia 9 decemeber 2002 (Version 3)",2002-12-09
3185,20021211.htm,Late Night With Conan O'Brien (DVD),2002-12-11
3186,20021213.htm,Albany Rising,2002-12-13
3187,20021213_2.htm,Albany 13th december '02 (Version 2),2002-12-13
3188,20021213_3.htm,Albany 2002 (Version 3),2002-12-13
3189,20021213_4.htm,NY Pepsi Arena Albany 13 december 2002 (Version 4),2002-12-13
3190,20021216.htm,Columbus 16th dec '02,2002-12-16
3191,20021216_2.htm,Columbus 2002 (Version 2),2002-12-16
3192,20021216_3.htm,Hang on Columbus (Version 3),2002-12-16
3193,20021217.htm,Indianapolis Rising (Loose Ends Artwork),2002-12-17
3194,20021217_2.htm,Come on up for the ass rising (Version 2),2002-12-17
3195,20021217_3.htm,Indianapolis 17th dec '02 (Version 3),2002-12-17
3196,20021217_4.htm,Indianapolis 2002(3CD-set) (Version 4),2002-12-17
3197,20021217_5.htm,Conseco Fieldhouse Indianapolis december 17 2002 (Version 5),2002-12-17
3198,20021217_6.htm,Indianapolis night (Version 6),2002-12-17
3199,20030219.htm,DoubleTake Night,2003-02-19
3200,20030219_2.htm,Doubletake (Version 2),2003-02-19
3201,20030219_3.htm,First intimate evening of music and conversation (Version 3),2003-02-19
3202,20030219_4.htm,First night at Somerville Theatre (Version 4),2003-02-19
3203,20030219_5.htm,The Double Take benefits (Version 5),2003-02-19
3204,20030219_6.htm,Somerville Soundboard DAT Clone (Version 6),2003-02-19
3205,20030220.htm,Doubletake benefirt shows(19 & 20 feb. 2003),2003-02-20
3206,20030220_2.htm,"Double Take benefit february 20, 2003 (Version 2)",2003-02-20
3207,20030220_3.htm,Second intimate evening of music and conversation (Version 3),2003-02-20
3208,20030228.htm,Duluth 28th february 2003,2003-02-28
3209,20030228_2.htm,Duluth 2003 (Version 2),2003-02-28
3210,20030228_3.htm,No surrender in Duluth (Version 3),2003-02-28
